z,effi
0.04014050236638186,1.0
0.07732854101943365,0.9846153846153847
0.11451657967248545,0.97911227154047
0.15170461832553725,0.963276836158192
0.18889265697858906,0.9267990074441688
0.22608069563164085,0.866913123844732
0.26326873428469266,0.8270676691729323
0.3004567729377444,0.7413223140495868
0.3376448115907963,0.7214484679665738
0.37483285024384805,0.6725474472066293
0.41202088889689986,0.6538293216630197
0.4492089275499517,0.623631896359169
0.48639696620300343,0.5781741867785939
0.5235850048560553,0.5473267326732674
0.5607730435091071,0.4590368980612883
0.5979610821621588,0.30960757755883017
0.6351491208152107,0.19414782717555115
0.6723371594682624,0.12202664223956573
0.7095251981213142,0.07330963230593304
0.7467132367743661,0.039548246814339695
0.7839012754274179,0.02120071810134699
0.8210893140804696,0.010476061266858369
0.8582773527335215,0.004807114494310016
0.8954653913865733,0.002132003596562841
0.932653430039625,0.0014199947633376487
0.9698414686926768,0.0005998569982984034
1.0070295073457287,0.0003138457369398502
1.0442175459987806,0.00013944218348933984
1.0814055846518322,5.3496755397175066e-05
