z,effi
0.04014050236638186,0.0
0.07732854101943365,0.0006862860041457981
0.11451657967248545,0.0013637837782878466
0.15170461832553725,0.003581275836426786
0.18889265697858906,0.006739085075651034
0.22608069563164085,0.016023946663134742
0.26326873428469266,0.024596419677652887
0.3004567729377444,0.034398604775483475
0.3376448115907963,0.04395320991959153
0.37483285024384805,0.051686593458111545
0.41202088889689986,0.06034923566971628
0.4492089275499517,0.0651731304328315
0.48639696620300343,0.07301454769815723
0.5235850048560553,0.08103683839565536
0.5607730435091071,0.07877881962865642
0.5979610821621588,0.07591877907008615
0.6351491208152107,0.08605029636005741
0.6723371594682624,0.09309009041442065
0.7095251981213142,0.09179048129312851
0.7467132367743661,0.09328061923426183
0.7839012754274179,0.07933665083953662
0.8210893140804696,0.06596040170009126
0.8582773527335215,0.04911383679497543
0.8954653913865733,0.0324420538236955
0.932653430039625,0.027789410123039933
0.9698414686926768,0.017747959033591085
1.0070295073457287,0.010597736459124256
1.0442175459987806,0.0060056739097724765
1.0814055846518322,0.0030990636483797045
