z,effi
0.018798121054421715,0.7566812227074236
0.05322625708416358,0.7352800867365378
0.08765439311390544,0.6968524493986507
0.12208252914364731,0.6289058408288739
0.15651066517338919,0.3992716837365791
0.19093880120313106,0.25262979524594026
0.2253669372328729,0.21085517516150148
0.25979507326261475,0.1876600027823013
0.2942232092923567,0.15235997318311234
0.3286513453220985,0.11384268513343249
0.3630794813518404,0.09702937918666597
0.39750761738158225,0.08158980654614578
0.43193575341132406,0.057168922165062544
0.466363889441066,0.04125257274539229
0.5007920254708078,0.02991617808883212
0.5352201615005497,0.02204359619077788
0.5696482975302916,0.012522651056068718
0.6040764335600335,0.008962173140390961
0.6385045695897753,0.008348097387041061
0.6729327056195171,0.007640861484911583
0.707360841649259,0.0061985013150712125
0.741788977679001,0.004812786495597973
0.7762171137087428,0.004438452445608767
0.8106452497384846,0.004265094011906711
0.8450733857682264,0.0035122893339158026
0.8795015217979684,0.00278623033349004
0.9139296578277103,0.003684394726949849
0.9483577938574521,0.0033933512643584927
0.9827859298871939,0.0030996337104105677
