z,effi
0.04014050236638186,0.0
0.07732854101943365,0.0006680546804821807
0.11451657967248545,0.0019982607389168964
0.15170461832553725,0.0055673652470176116
0.18889265697858906,0.007763874466829586
0.22608069563164085,0.008898710223369095
0.26326873428469266,0.011506127873671723
0.3004567729377444,0.01830948354875923
0.3376448115907963,0.018612719141253117
0.37483285024384805,0.02573178740233562
0.41202088889689986,0.03298287192954823
0.4492089275499517,0.04318466895312811
0.48639696620300343,0.05676573616991185
0.5235850048560553,0.07024015081518586
0.5607730435091071,0.08611882029695694
0.5979610821621588,0.08822667404800096
0.6351491208152107,0.09755623592471017
0.6723371594682624,0.11507699487396368
0.7095251981213142,0.10851560840942875
0.7467132367743661,0.10005053057099546
0.7839012754274179,0.09507717599780802
0.8210893140804696,0.08901668556617529
0.8582773527335215,0.07976230331436224
0.8954653913865733,0.07086285952480201
0.932653430039625,0.09035910959435353
0.9698414686926768,0.07805195041943773
1.0070295073457287,0.07049166385367193
1.0442175459987806,0.052481703392152496
1.0814055846518322,0.02975437621243522
