z,effi
0.04014050236638186,0.8011729724865339
0.07732854101943365,0.9182384384430619
0.11451657967248545,0.9556135770234987
0.15170461832553725,0.8248587570621468
0.18889265697858906,0.7233250620347395
0.22608069563164085,0.7393715341959335
0.26326873428469266,0.7191892775416803
0.3004567729377444,0.6190082644628099
0.3376448115907963,0.5709463366003888
0.37483285024384805,0.39994476794723355
0.41202088889689986,0.2776072131191891
0.4492089275499517,0.173519020619032
0.48639696620300343,0.09698984545939643
0.5235850048560553,0.05654130133481794
0.5607730435091071,0.022540223584047735
0.5979610821621588,0.010585043598061205
0.6351491208152107,0.004923147500650709
0.6723371594682624,0.002050334983006345
0.7095251981213142,0.0007734338214220782
0.7467132367743661,0.00023536824403127746
0.7839012754274179,7.308508979976435e-05
0.8210893140804696,2.025658627340078e-05
0.8582773527335215,4.9674529669756805e-06
0.8954653913865733,1.017630891715061e-06
0.932653430039625,2.996562115161283e-07
0.9698414686926768,4.408602855917229e-08
1.0070295073457287,8.02264602790997e-09
1.0442175459987806,1.013378964734737e-09
1.0814055846518322,1.0542514296009907e-10
