note,filter,night,season,fiveSigmaDepth,airmass,observationStartMJD,numExposures,visitExposureTime,seeingFwhmEff,seeingFwhmGeom
DD:XMM_LSS,i,1599,5,23.145399283374644,1.6828010012205206,61817.02903151577,2.0,30.0,1.0432341874817725,0.9095385021100171
DD:XMM_LSS,i,1758,6,22.775402357589776,1.9292450435283628,61976.2995246377,2.0,30.0,1.6166730954047206,1.3809052844226803
DD:XMM_LSS,i,1766,6,22.840651554580464,1.4335069592523944,61984.32229478611,2.0,30.0,1.4607830897595364,1.252763699782339
DD:XMM_LSS,i,1776,6,23.351059226141913,1.1070695890112445,61994.41734826125,2.0,30.0,0.8256168322756017,0.7306570361305447
DD:XMM_LSS,i,1781,6,23.368193742868396,1.5808342262525361,61999.2624782056,2.0,30.0,1.0623192373463826,0.9252264130987266
DD:XMM_LSS,i,1795,6,22.455327381695014,1.6552707293329412,62013.218015402636,2.0,30.0,1.9805238683655255,1.6799906197964618
DD:XMM_LSS,i,1806,6,23.003196084221067,1.9876019143953685,62024.16572074627,2.0,30.0,1.2019395159997592,1.039994282151802
DD:XMM_LSS,i,1809,6,23.798124988517934,1.1456546186198704,62027.27622341661,2.0,30.0,0.8214929036637814,0.7272671668116283
DD:XMM_LSS,i,1824,6,23.31068245684918,1.1560236948730283,62042.32427163436,2.0,30.0,1.2837823632659027,1.1072691026045718
DD:XMM_LSS,i,1840,6,23.12321465159048,2.1283207459537286,62058.066157510635,2.0,30.0,1.1444238683650283,0.9927164197960533
DD:XMM_LSS,i,1847,6,23.17572830572453,1.6606573506109124,62065.07348760024,2.0,30.0,1.218840065028222,1.0538865334531984
DD:XMM_LSS,i,1853,6,23.713649275178945,1.3232594497443069,62071.29052574955,2.0,30.0,0.8293345959501859,0.7337130378710528
DD:XMM_LSS,i,1868,6,23.672246922417855,1.1104538313081262,62086.16584367239,2.0,30.0,0.9384379355847974,0.8233959830507034
DD:XMM_LSS,i,1875,6,23.54531865095465,1.1043262304776016,62093.14037689094,2.0,30.0,1.058808300632771,0.9223404231201378
DD:XMM_LSS,i,1882,6,23.146531943312656,1.6385535060098482,62100.24932208466,2.0,30.0,1.2658063111188806,1.09249278773972
DD:XMM_LSS,i,1890,6,23.17981782622184,1.1938116835125765,62108.03354825889,2.0,30.0,0.9716060165254872,0.8506601455839504
DD:XMM_LSS,i,1897,6,23.73368754246993,1.129726751993702,62115.10380888006,2.0,30.0,0.8855360886006882,0.7799106648297658
DD:XMM_LSS,i,1904,6,23.525208288749674,1.1057866639043632,62122.06296273121,2.0,30.0,1.0796678747630915,0.9394869930552612
DD:XMM_LSS,i,1912,6,22.346427351811702,2.4682843888808192,62130.216850670964,2.0,30.0,2.2321658528242163,1.8868403310215058
DD:XMM_LSS,i,1933,6,23.392516397363316,1.2663681658392965,62151.06159707439,2.0,30.0,1.1441601161622073,0.9924996154853345
DD:XMM_LSS,i,1951,6,22.840466116688546,1.56739728577132,62169.05718409794,2.0,30.0,1.429721062634578,1.227230713485623
DD:XMM_LSS,i,1952,6,23.426387082023247,1.5316180039923468,62170.050752618685,2.0,30.0,0.9881601398612553,0.8642676349659518
DD:XMM_LSS,i,1956,6,23.353869951423423,1.6352831715548861,62174.04834508627,2.0,30.0,1.0198734777468954,0.8903359987079481
DD:XMM_LSS,i,1963,6,22.873612821829155,1.9299725613403473,62181.051501509704,2.0,30.0,1.4584499357863523,1.2508458472163815
DD:XMM_LSS,i,2123,7,23.2500037537746,1.1213061552828356,62341.43638113653,2.0,30.0,0.9879009204977838,0.8640545566491784
DD:XMM_LSS,i,2131,7,22.89089785818556,1.1045921688672338,62349.43223436494,2.0,30.0,1.2921693025044578,1.1141631666586642
DD:XMM_LSS,i,2138,7,23.50560727316386,1.1044899046842631,62356.41583128096,2.0,30.0,1.0788231508126866,0.9387926299680285
DD:XMM_LSS,i,2147,7,22.94484336093604,1.5694085510101916,62365.26367520777,2.0,30.0,1.5755521386864513,1.347103858000263
DD:XMM_LSS,i,2161,7,22.63629130186666,1.654134100223946,62379.21982578145,2.0,30.0,1.7030260190896316,1.4518873876916771
DD:XMM_LSS,i,2167,7,23.432482426587733,1.1096303044536646,62385.343228115715,2.0,30.0,1.1779006541228476,1.0202343376889806
DD:XMM_LSS,i,2176,7,23.245699366952465,1.555095929009752,62394.183747828996,2.0,30.0,1.1029597652824075,0.958632927062139
DD:XMM_LSS,i,2189,7,22.770785778861367,1.5946977334654022,62407.14507518483,2.0,30.0,1.559796505147458,1.3341527272312104
DD:XMM_LSS,i,2192,7,22.94605200659899,1.7991283279139285,62410.11892419258,2.0,30.0,1.4533947270373868,1.246690465624732
DD:XMM_LSS,i,2196,7,23.26364385430403,1.113098522139758,62414.269780199174,2.0,30.0,1.3679300367604434,1.1764384902170844
DD:XMM_LSS,i,2204,7,23.555393534655263,1.1114535546008337,62422.24394917627,2.0,30.0,1.0419939337881847,0.908519013573888
DD:XMM_LSS,i,2216,7,22.30310592771488,1.6661530816773533,62434.06625244484,2.0,30.0,1.8923688117711555,1.6075271632758898
DD:XMM_LSS,i,2218,7,23.233278372155116,1.2378800909220202,62436.1218393747,2.0,30.0,1.3327927443958436,1.1475556358933834
DD:XMM_LSS,i,2226,7,23.17733828915147,1.1051911638468157,62444.18421233246,2.0,30.0,1.4766829925544616,1.2658334198797674
DD:XMM_LSS,i,2233,7,23.38953173492122,1.1134955393670896,62451.17542880364,2.0,30.0,1.214491632060515,1.0503121215537434
DD:XMM_LSS,i,2245,7,22.82149156913414,1.2517992075167612,62463.04627724609,2.0,30.0,1.4869041107543555,1.2742351790400803
DD:XMM_LSS,i,2248,7,23.095800757895844,1.109313548489848,62466.115443945215,2.0,30.0,1.6057836623528854,1.3719541704540719
DD:XMM_LSS,i,2255,7,23.690266846099558,1.1091101156968537,62473.1032589402,2.0,30.0,0.9291331355256821,0.8157474374021108
DD:XMM_LSS,i,2262,7,23.33485714678313,1.2177578702572713,62480.14342565461,2.0,30.0,1.2366940869321088,1.0685625394581935
DD:XMM_LSS,i,2274,7,23.28433720625,1.1070063924414266,62492.04807053412,2.0,30.0,0.9539758770428991,0.8361681709292631
DD:XMM_LSS,i,2277,7,23.50837430438076,1.1382087745425409,62495.07092647365,2.0,30.0,1.0837894809218875,0.9428749533177916
DD:XMM_LSS,i,2284,7,23.46230497890472,1.1587400064617994,62502.063364802554,2.0,30.0,1.1155507937156095,0.9689827524342309
DD:XMM_LSS,i,2291,7,23.433924913600105,1.2318495147645607,62509.071135884216,2.0,30.0,1.091701841416168,0.9493789136440902
DD:XMM_LSS,i,2305,7,23.291347406300154,1.2856478185214295,62523.04264920782,2.0,30.0,1.0152618842370487,0.8865452688428541
DD:XMM_LSS,i,2306,7,23.116036965552183,1.5011777192615776,62524.075003223494,2.0,30.0,1.1402892184044744,0.989317737528478
DD:XMM_LSS,i,2313,7,22.5724379944362,1.5445721116671618,62531.061885787894,2.0,30.0,2.158697603594314,1.8264494301545264
DD:XMM_LSS,i,2321,7,23.28521288824362,1.648630081740848,62539.05127721993,2.0,30.0,1.0517869594154312,0.9165688806394845
DD:XMM_LSS,i,2337,7,22.68130293797423,1.895900932454428,62555.023318436644,2.0,30.0,1.450663714091545,1.24444557298325
