note,season,filter,fiveSigmaDepth,airmass
DD:ELAISS1,1,i,23.793295369291695,1.0945477805100232
DD:ELAISS1,1,r,24.056228455934388,1.1092827935117855
DD:ELAISS1,1,u,23.73635568784593,1.093822801520735
DD:ELAISS1,1,y,22.297466167629132,1.1131389108558594
DD:ELAISS1,1,z,23.072762703118357,1.0951168634237514
DD:ELAISS1,2,g,24.398287992221455,1.0626741856873858
DD:ELAISS1,2,i,23.561505395047032,1.1105289242808303
DD:ELAISS1,2,r,23.995933757403776,1.1383815824736243
DD:ELAISS1,2,u,23.67950705260104,1.0805648645073456
DD:ELAISS1,2,y,22.125785457415418,1.1706549386922709
DD:ELAISS1,2,z,22.809527591475046,1.2382956370587204
DD:ELAISS1,3,g,24.538186276528265,1.0327627454664294
DD:ELAISS1,3,i,23.609841275316164,1.0545017063460116
DD:ELAISS1,3,r,24.053899681789737,1.077091104151685
DD:ELAISS1,3,u,23.410092789355936,1.0474201541496844
DD:ELAISS1,3,y,22.213790167043776,1.1442451633463984
DD:ELAISS1,3,z,22.815599618242643,1.2218343778416236
DD:ELAISS1,4,g,24.28597893903808,1.0507852418468584
DD:ELAISS1,4,i,23.50647815367988,1.0542306324615567
DD:ELAISS1,4,r,23.97729929566641,1.0475820828258262
DD:ELAISS1,4,u,23.58420085753494,1.1050045355701732
DD:ELAISS1,4,y,22.149750409615095,1.059150261254704
DD:ELAISS1,4,z,22.8850230400698,1.0701558490601326
DD:ELAISS1,5,g,24.231204912132235,1.064749447543
DD:ELAISS1,5,i,23.517680924110763,1.052616010725209
DD:ELAISS1,5,r,23.891182306190437,1.0570972694708103
DD:ELAISS1,5,u,23.456563849714865,1.0517437432019872
DD:ELAISS1,5,y,22.087396550224057,1.0616540192006836
DD:ELAISS1,5,z,22.860937932874698,1.0917378733604353
DD:ELAISS1,6,g,24.200542218969694,1.0552655177090018
DD:ELAISS1,6,i,23.3942115176832,1.0646883279250565
DD:ELAISS1,6,r,23.762561447981657,1.1025311251162961
DD:ELAISS1,6,u,23.72275131678707,1.0444658240200746
DD:ELAISS1,6,y,22.014736179989697,1.1445694358725744
DD:ELAISS1,6,z,22.634293399853874,1.3224253540997875
DD:ELAISS1,7,g,24.275251278942076,1.0667963419611715
DD:ELAISS1,7,i,23.46953373920344,1.0688332570444232
DD:ELAISS1,7,r,23.908707366297584,1.0564655003559862
DD:ELAISS1,7,u,23.371549547114796,1.1175101358113473
DD:ELAISS1,7,y,22.120637043718176,1.106170290564136
DD:ELAISS1,7,z,22.889493143866368,1.152814934113026
DD:ELAISS1,8,g,24.242772615643965,1.0661468790923567
DD:ELAISS1,8,i,23.494673914743313,1.0611649377190848
DD:ELAISS1,8,r,23.900116886305447,1.0933103919411218
DD:ELAISS1,8,u,23.50540962813791,1.12638474586746
DD:ELAISS1,8,y,22.022487499392952,1.1258274333317013
DD:ELAISS1,8,z,22.751169416095,1.1483691617787022
DD:ELAISS1,9,g,24.16018327188428,1.109449911385295
DD:ELAISS1,9,i,23.424597373195226,1.0922795695221017
DD:ELAISS1,9,r,23.819846510746984,1.1035128008483206
DD:ELAISS1,9,u,23.654304445767906,1.085723315815521
DD:ELAISS1,9,y,22.133199592264447,1.0995874026485721
DD:ELAISS1,9,z,22.73035646129086,1.1579175576859426
DD:ELAISS1,10,g,24.381254704705526,1.0979758609456063
DD:ELAISS1,10,i,23.53633473188465,1.0867480538287126
DD:ELAISS1,10,r,23.86335652652771,1.0998919808435648
DD:ELAISS1,10,u,23.700553974399796,1.0755506196719407
DD:ELAISS1,10,y,22.090405075477783,1.1658719966990685
DD:ELAISS1,10,z,22.816202823839728,1.2138162498673715
DD:ELAISS1,11,g,23.88052616730665,1.031008202917817
DD:ELAISS1,11,i,23.40613260979326,1.0342159861995555
DD:ELAISS1,11,r,23.63629142868452,1.04700271011115
DD:ELAISS1,11,u,23.303822533062196,1.5293622164407736
DD:ELAISS1,11,y,21.818482632237654,1.4604170047828477
DD:ELAISS1,11,z,22.474836822198473,1.43184947025168
DD:XMM_LSS,1,g,24.66988380869214,1.1541480886152613
DD:XMM_LSS,1,i,23.81190786820767,1.1727347817742881
DD:XMM_LSS,1,r,24.205971687319888,1.197299906573413
DD:XMM_LSS,1,u,23.711427309344515,1.3006675965793155
DD:XMM_LSS,1,y,22.322856950262093,1.232982981973211
DD:XMM_LSS,1,z,23.152578255671372,1.2486098687612608
DD:XMM_LSS,2,g,24.122630906143403,1.1785268718451334
DD:XMM_LSS,2,i,23.33976438643978,1.1718085388330328
DD:XMM_LSS,2,r,23.736276855819327,1.1594801963116583
DD:XMM_LSS,2,u,23.502419478815156,1.1431592862688635
DD:XMM_LSS,2,y,22.157514676626807,1.228244200846932
DD:XMM_LSS,2,z,22.93677302563713,1.2102476166286062
DD:XMM_LSS,3,g,24.295069823533378,1.1766334035926886
DD:XMM_LSS,3,i,23.564356712955714,1.1517944804330198
DD:XMM_LSS,3,r,23.95813167463771,1.13596859782688
DD:XMM_LSS,3,u,23.64806464850466,1.2709684880972636
DD:XMM_LSS,3,y,22.194752863193397,1.1724670483069581
DD:XMM_LSS,3,z,22.955152305775318,1.275709148542933
DD:XMM_LSS,4,g,24.30051797690148,1.1738304717147652
DD:XMM_LSS,4,i,23.45056707956644,1.1620407543987357
DD:XMM_LSS,4,r,23.87699054015128,1.1550578693905793
DD:XMM_LSS,4,u,23.418170999574414,1.1267332233589298
DD:XMM_LSS,4,y,22.078311949629224,1.172402963328176
DD:XMM_LSS,4,z,22.661950577219812,1.297847103400633
DD:XMM_LSS,5,g,24.25169713112896,1.1245257778613675
DD:XMM_LSS,5,i,23.454317031299535,1.125789981692141
DD:XMM_LSS,5,r,23.939750337886792,1.1519345856378376
DD:XMM_LSS,5,u,23.620305608946225,1.1505891578074872
DD:XMM_LSS,5,y,22.08582373972698,1.1755752097891505
DD:XMM_LSS,5,z,22.62711422094928,1.253458789458104
DD:XMM_LSS,6,g,24.1767596143081,1.2743801720118957
DD:XMM_LSS,6,i,23.368193742868396,1.2901984397294284
DD:XMM_LSS,6,r,23.80903211789626,1.347816060814706
DD:XMM_LSS,6,u,23.19773963288774,1.4413514953628284
DD:XMM_LSS,6,y,21.935354810888562,1.3288603959927083
DD:XMM_LSS,6,z,22.873472058480964,1.2219510151017778
DD:XMM_LSS,7,g,24.016493045740468,1.1473320430065757
DD:XMM_LSS,7,i,23.26281388391927,1.2108331672152128
DD:XMM_LSS,7,r,23.58350816183424,1.2504662585099513
DD:XMM_LSS,7,u,23.40154667461941,1.1277952103167763
DD:XMM_LSS,7,y,21.860125642944965,1.2987398057621546
DD:XMM_LSS,7,z,22.54204450827769,1.3342336024801071
DD:XMM_LSS,8,g,24.250060244526384,1.1278085110742653
DD:XMM_LSS,8,i,23.45334556802717,1.1243078323135898
DD:XMM_LSS,8,r,23.84611109081474,1.1209410655255299
DD:XMM_LSS,8,u,23.49803045575764,1.169857066617234
DD:XMM_LSS,8,y,21.948875452000568,1.1823304400832992
DD:XMM_LSS,8,z,22.833329628453413,1.2472343548672518
DD:XMM_LSS,9,g,24.303462082054224,1.1574897525098358
DD:XMM_LSS,9,i,23.464872533871684,1.142103105037496
DD:XMM_LSS,9,r,23.824456342662714,1.1462886917963209
DD:XMM_LSS,9,u,23.7076164161482,1.1255772841570777
DD:XMM_LSS,9,y,22.122781771058758,1.1846312961560252
DD:XMM_LSS,9,z,22.60537571538533,1.350394348020561
DD:XMM_LSS,10,g,24.265761045188295,1.1512506654396086
DD:XMM_LSS,10,i,23.434480047214485,1.1676798317845738
DD:XMM_LSS,10,r,23.824560030602456,1.1928892474591282
DD:XMM_LSS,10,u,23.286168767356628,1.2479225061185493
DD:XMM_LSS,10,y,22.068329218833235,1.2300924745235795
DD:XMM_LSS,10,z,22.908553138377613,1.210175525568928
DD:XMM_LSS,11,g,24.420703357978716,1.1141964161922058
DD:XMM_LSS,11,i,23.67489844144746,1.1167767301751659
DD:XMM_LSS,11,r,24.119711923934275,1.1247370013349376
DD:XMM_LSS,11,u,23.950834902090975,1.128485165593965
DD:XMM_LSS,11,y,22.267057892693465,1.1422793119093853
DD:XMM_LSS,11,z,22.402261423783347,1.5117626739899865
